card_company,card_name,promotions,all_promotions,fee,perform,brand,rank,chart_in
현대카드,에너지플러스카드 Edition2,GS칼텍스 이용금액 최대15%할인 && Mobility업종 이용금액 5%할인,GS칼텍스 이용금액 최대 15% 할인 및 Mobility 업종 이용금액 5% 할인 && 카드 디자인 선택 가능,국내전용 10000원  해외겸용 10000원,30,VISA,94.0,1.0
NH농협카드,올바른 POINT UP 카드,기본 0.7%적립 && 최대  1.0%추가적립 && 국제공항 라운지무료이용,적립한도 없이 기본 0.7% 적립+우대 최대0.3% 적립 && 생활영역 0.5%~1.0% 추가적립  && 국제공항 라운지 무료이용 && 전자금융 수수료 면제,해외겸용 12000원,40,VISA Mastercard JCB,71.05,1.0
BC 바로카드,BC 바로 페이백 플러스,전 가맹점 0.7%기본 할인 && 온라인쇼핑 6.3%추가 할인 && 음식점 6.3%추가 할인,전 가맹점 0.7% 기본 할인 && [특별 할인] 온라인쇼핑/간편결제 6.3% 추가 할인 && [특별 할인] 음식점 6.3% 추가 할인 && [특별 할인] 교통/통신/스트리밍 6.3% 할인 && VISA Platinum 등급 기본 서비스 제공,국내전용 15000원  해외겸용 15000원,40,VISA BC,47.81818181818182,1.0
KB국민카드,쿠팡 와우 카드,쿠팡 2%쿠팡캐시 적립 && 국내·외 가맹점 0.2%쿠팡캐시 적립,쿠팡 2% 쿠팡캐시 적립 && 쿠팡 외 모든 가맹점 0.2% 쿠팡캐시 적립,국내전용 20000원  해외겸용 20000원,0,VISA,0.0,0.0
현대카드,대한항공카드 070,국내외가맹점 1마일리지적립 && 특정업종 2마일리지적립 && 웰컴보너스 5천마일리지적립,"국내외 가맹점 이용금액 1천원당 1마일리지 기본 적립특정 업종별 이용금액 1천원당 2마일리지 적립(기본 1마일 + 추가 1마일) && 인천국제공항 제2여객터미널 마티나라운지 무료 이용 && 스타벅스, 폴바셋, 이디야 결제 건당 500원 할인 && 서울 및 대도시 제휴 주차장 주말 무료 주차 && MasterCard 플래티넘서비스 && 웰컴보너스 5천 마일리지 적립",국내전용 70000원  해외겸용 70000원,0,Mastercard,0.0,0.0
KB국민카드,금융포인트리카드,금융포인트 0.5~5%적립 && 대출금리 연0.1~0.3%할인 && 금융수수료 면제서비스,금융포인트 0.5~5% 적립KB증권 매매수수료의 5% 금융포인트 적립 && 다양한 KB금융 서비스 혜택,해외겸용 5000원,0,VISA Mastercard UnionPay,0.0,0.0
삼성카드,삼성 iD PLUG-IN 카드,"전기차 충전요금 최대 40%할인 && 주차장/대리운전 20%할인 && 자동차보험 30,000원할인","전기차 충전요금 20%/40% 결제일 할인 && 주차장/대리운전 20% 할인 && 현대해상 다이렉트 자동차보험 30,000원 할인 && 디지털콘텐츠 20% 할인 && 해외 1% 할인",국내전용 20000원  해외겸용 20000원,40,Mastercard,0.0,0.0
삼성카드,삼성 iD ENERGY 카드,주유 1만원할인 && 스타벅스 드라이브 스루 30%할인 && 고속도로 통행료 10%할인,"주유 10,000원 결제일할인 && 대중교통·택시·전기차 충전요금 10% 결제일할인 && 주차장·대리운전 10% 결제일할인 && 고속도로 통행료 10% 결제일할인 && 스타벅스 드라이브 스루 30% 결제일할인 && 엔진오일(오일필터/에어클리너 포함) 교환 시 2만원 현장할인(연 2회)차량 안전점검/타이어 펑크 수리/타이어 위치 교환 무료(연1회) && 미래지향적 라이프스타일-친환경 소재(Recycling-PVC)를 50% 이상 사용한 삼성 iD ENERGY 카드",국내전용 20000원  해외겸용 20000원,50,VISA,68.5,1.0
KB국민카드,American Express Blue KB Kookmin Card,온라인 쇼핑 10%할인 && 주유 100원/L할인 && 패밀리레스토랑 30%할인,"온라인 쇼핑 10% 할인 (KB Pay 결제 시) && 주유 100원/L, 편의점 5% 할인 && 이동통신 10%, OTT 30% 할인 && 패밀리레스토랑 30% 할인 && 해외 가맹점 5% 할인 && 놀이공원 현장 할인 && Amex Selects(셀렉츠) 서비스",해외겸용 19000원,30,AMEX,0.0,0.0
IBK기업은행,IBK-Hybrid(하이브리드)카드,전월실적 관계없이 신용 0.6%캐시백 && 국내외 가맹점 체크 0.3%캐시백 && 하이브리드 서비스 체크+신용결제서비스,하이브리드 서비스 (체크+신용 결제서비스),해외겸용 10000원,0,Mastercard UnionPay,76.90322580645162,1.0
KB국민카드,HERITAGE Smart [대한항공 마일리지형],할인 쿠폰 3가지택1 && 국내외가맹점 1천원당 1~2마일리지적립 && KB Pay 2천원당 1마일리지적립,"[HERITAGE 전용혜택] 쿠폰서비스 (연 1회 제공, 3가지 중 택1) && 국내 가맹점 1천원 당 대한항공 1마일리지 적립해외 가맹점 1천원 당 대한항공 2마일리지 적립 && KB Pay 2천원당 '대한항공 1마일리지' 적립 && [HERITAGE 전용혜택] 금융서비스 && [HERITAGE 전용혜택] Mastercard World 서비스 && [HERITAGE Smart 서비스] 전용고객센터",국내전용 200000원  해외겸용 200000원,50,Mastercard,0.0,0.0
삼성카드,삼성카드 taptap I,"[일상팩]커피전문점 30%할인 && [일상팩]마켓컬리 20%할인 && [여가팩]KTX/SRT 5,000원할인","라이프스타일 패키지(옵션 패키지 중 택1) && 여가패키지: 해외 공항 라운지(Lounge Key) 본인 이용 무료 && 여가패키지: 해외·여행 3% 결제일할인 && 일상패키지: 슈퍼마켓·프리미엄 아울렛 등 3% 결제일할인 && 일상패키지: 10대 커피전문점·제과점 30% 결제일할인 && 일상패키지: 음식점·신선식품 배송 20% 결제일할인 && 일상패키지: 모든 영화관에서 6,000원 이상 결제 시 6,000원 결제일할인 && 일상패키지: 서점·인터파크 티켓·동물병원에서 건별 50,000원 이상 결제 시 10,000원 결제일할인 && 여가패키지: KTX, SRT 포함 철도 건별 30,000원 이상 결제 시 5,000원 결제일할인 (청구할인)  && mastercard PLATINUM 등급 서비스 && 국내외 연간 누적 이용금액 1,500만원당 30,000원 캐시백",국내전용 49000원  해외겸용 49000원,50,Mastercard,68.86363636363636,1.0
신한카드,신한카드 Edu,"교육업종 5~10%캐시백 && 아파트관리비 5,000원캐시백 && 생활업종 1%캐시백","일반전문학원, 학습지, 유치원 업종 캐시백 && 아파트 관리비 자동이체 매월 5,000원 캐시백 && 주요 생활업종 이용시 1% 캐시백",해외겸용 20000원,50,Mastercard,0.0,0.0
신한카드,신한카드 Air Platinum#,"1,500원당 1마일적립 && 1,000원당 1마일적립","대한항공 1,500원당 1마일/아시아나항공 1,000원당 1마일 && 마이신한포인트 추가 적립 && 특급 호텔 발렛파킹/면세점 우대 서비스",해외겸용 37000원,0,VISA Mastercard,57.9,1.0
삼성카드,삼성 iD VITA 카드,의료 20%할인 && 보험 10%할인 && 헬스/뷰티 20%할인,"의료 20% 결제일 할인 && 보험 10% 결제일 할인 && 헬스/뷰티 20% 결제일 할인 && 할인점 10% 결제일 할인 && 이동통신/렌탈/멤버십 정기결제 시 10% 결제일 할인 && 전월 이용금액에 관계없이, 할인한도 없이 해외 1% 결제일할인 && 카드 플레이트 선택",국내전용 20000원  해외겸용 20000원,50,Mastercard UnionPay,87.625,1.0
NH농협카드,zgm living카드,"통신 최대 15,000P적립 && 주유 최대 15,000P적립 && 보험 최대 15,000P적립",[기본적립] 생활 필수업종 이용 시 최대 15% NH포인트 적립 && [추가적립] '기본적립'된 포인트의 5% 추가적립 (연 1회),국내전용 50000원  해외겸용 55000원,50,VISA Mastercard UnionPay,0.0,0.0
삼성카드,삼성 iD PET 카드,동물병원/반려동물쇼핑몰 30%할인 && 온라인간편결제 5%할인 && 손해보험 10%할인,"동물병원/반려동물쇼핑몰 30% 할인 && 온라인 간편결제 5% 할인 && 손해보험 10% 할인 && 해외 1.5% 할인 && 스트리밍 10% 할인 && 커피전문점/편의점 1,000원 할인",국내전용 15000원  해외겸용 15000원,40,Mastercard,0.0,0.0
신한카드,신한카드 Deep On Platinum+,국내 온라인 10%할인 && 4대 편의점 20%할인 && 항공권 10%할인,"국내 온라인 이용 건, 온라인 배달/온라인 슈퍼 10% 할인 && 4대 편의점, 생활/잡화, 커피, 월납 20% 할인 && 제주항공, 에어부산 10% 할인",해외겸용 30000원,30,Mastercard UnionPay,68.72,1.0
NH농협카드,zgm.일본여행중 카드,해외 결제 해외서비스수수료 면제 && 일본 오프라인 전매장 10%적립 && 공항라운지 무료이용,해외결제 시 해외서비스수수료 면제 && 일본 오프라인 전매장 10% NH포인트 적립 && 익스피디아 이용 시 객실요금 9% 즉시 할인 && 해외 및 국내 생활업종 NH포인트 적립 && 전세계 공항 라운지 무료 이용(The lounge/더 라운지) && JCB PLATINUM PREMIUM SERVICES,국내전용 23000원  해외겸용 25000원,0,JCB,0.0,0.0
하나카드,CLUB Signature SKYPASS 카드,"연 1회 Special Service제공 && 월 2회/연 6회 LoungeKey제공 && 1,500원당 2~1마일적립",Special Service 제공 && LoungeKey 제공 && 대한항공 마일리지 적립 && 국제 브랜드 서비스,해외겸용 145000원,0,VISA UnionPay,0.0,0.0
신한카드,신한카드 Deep Dream(모베러웍스),모두드림 0.7%적립 && 더해드림 2.1%적립 && 챙겨드림 3.5%적립,"모두드림 - 전월 실적/적립 한도 없이 국내/외 신판(일시불+할부)이용 가맹점 0.7% 포인트 적립 && 더해드림 - 자주 가는 DREAM영역은 기본의 3배(총 2.1%) 포인트 적립 && 챙겨드림 - DREAM영역 중 가장 많이 이용한 영역 기본의 5배(총 3.5%) 포인트 자동적립 && 주말(토, 일) 전 주유소 리터당 80원 적립 && 택시 3, 6, 9번째 2,000원 할인 && 반겨드림 5,000포인트 적립",해외겸용 10000원,0,VISA,23.956521739130434,1.0
신한카드,신한카드 B.Big(삑),대중교통 200~600원할인 && 택시 10%할인 && KTX  10%할인,"버스, 지하철 후불 교통 이용 금액 일 200원 ~ 일 600원 할인 && 택시/KTX 이용 금액 10% 할인 && 4대 백화점 5% 할인 && 커피전문점 10% 할인 && 편의점 5% 할인 && 이동통신요금 5% 할인 && CGV, 메가박스 && 전기요금, 통신요금, 해외이용금액 5% 캐시백 제공",해외겸용 10000원,30,VISA UnionPay,50.721311475409834,1.0
IBK기업은행,일상의 기쁨카드(신용),"대중교통 200원할인 && 영화 10,000원할인 && 커피전문점 20%할인",대중교통 할인 && 영화 할인 && 커피전문점 할인 && 주유소 할인 && 편의점 할인 && 올리브영 할인 && 마트 할인 && 온라인쇼핑 할인 && 금융우대서비스 && 놀이공원 할인,해외겸용 10000원,50,VISA UnionPay,38.8,1.0
IBK기업은행,BLISS.5 카드(포인트),"1,500원당 10P적립 && 바우처 최대 10만원제공 && 영화 2천원할인","국내외 일시불, 유이자할부금액 1,500원당 10 TOP포인트 적립 && KTX/SRT 승차권 및 철도 여행상품 3%~10% 할인 서비스 && 영화예매 할인 서비스 2,000원 청구 할인CGV 콤보 무료 이용 서비스: CGV콤보세트(팝콘大 1개 + 음료中 2개) 무료 제공 && 카페아티제 본인 음료 구매 시 동반자 1인에게 무료 음료 제공 && 바로알림(SMS) 서비스 무료 가입 && Voucher Service 종류(택1) && Premium Service",해외겸용 95000원,30,VISA BC Global,0.0,0.0
신한카드,신한카드 The CLASSIC-Y,Gift Option 매년1회선택이용 && 마이신한포인트 0.7~5%적립 && GS칼텍스 60원/L할인,"Gift Option Service - 매년 1회 옵션 품목 중 한 가지를 선택하여 이용 && 일시불/할부 이용금액의 0.7% 마이신한포인트 적립해외, 명품 아울렛(신세계/롯데), 면세점, 골프 업종 이용 시 5% 마이신한포인트 적립 && GS칼텍스 주유 시 리터당 60원 결제일 할인  && 커피/제과/택시/화장품/영화 5% 할인  && 제주 JDC 면세점 이용 시 8% 할인 && 진에어 국제선 항공권 결제일 할인 && 오디오 가이드 및 오페라 글라스 무료 이용 서비스 && 국제브랜드사 서비스 공통사항 안내",해외겸용 100000원,0,VISA Mastercard UnionPay,79.0,1.0
KB국민카드,스카이패스 티타늄 카드,"국내·외 가맹점 1,000원당  1마일기본적립 && 해외이용 1,000원당 2마일적립 && 면세점 1,000원당 2마일적립","[대한항공 마일리지]국내 및 해외 가맹점 대한항공 1마일 기본 적립 && [대한항공 마일리지]해외 이용(직구, 온라인 포함) 대한항공 1마일 추가 적립 && [대한항공 마일리지]면세점 업종 1마일 대한항공 추가 적립 && [티타늄 전용 서비스] 공항 라운지 무료이용 서비스 && [티타늄 전용 서비스] 인천공항 무료 발레파킹 서비스 && [티타늄 전용 서비스] 국내 호텔 무료 발레파킹 서비스 && [티타늄 전용 서비스] Master 티타늄 공통서비스 && [K-WORLD/국내전용 티타늄 서비스] 공항 라운지 무료 입장 && [K-WORLD/국내전용 티타늄 서비스] 인천공항 무료 발레파킹 서비스 && [K-WORLD/국내전용 티타늄 서비스] 국내 호텔 무료 발레파킹 서비스",국내전용 45000  해외겸용 45000,0,Mastercard,0.0,0.0
삼성카드,카카오뱅크 개인사업자 삼성카드,사업 필수 경비 5%결제일할인 && 사업장 운영 경비 1.5%결제일할인 && 국내 가맹점 1%결제일할인,사업 필수 경비 5% 결제일할인 && 사업장 운영 경비 1.5% 결제일할인 && 온라인 간편결제/커피전문점/해외 1.5% 결제일할인 && 국내 가맹점 1% 결제일할인 && 세무지원 서비스,국내전용 15000원  해외겸용 15000원,50,Mastercard,0.0,0.0
삼성카드,taptap DRIVE,주유 리터당 60~150원할인 && 편의점 10%할인 && 커피전문점 10%할인,주유 리터당 60원~150원 할인 && 편의점·커피전문점 10% 할인 && 온라인 간편결제·온라인쇼핑몰 1% 할인 && 해외 1.5% 결제일 할인,국내전용 10000원  해외겸용 10000원,30,VISA,99.0,1.0
KB국민카드,탄탄대로 Biz 카드,주유소/충전소 최대 130점/L적립 && 쇼핑몰 최대 20%적립 && 대형할인점 최대 20%적립,"[선택형1] 주유소, 대형할인점, 인터넷쇼핑몰 포인트리 적립 && [선택형2] SK, GS칼텍스 주유소 리터당 130점 포인트리 적립 && [선택형3] 3대 대형할인점(이마트, 홈플러스, 롯데마트), 하나로식자재매장 20% 포인트리 적립 && [선택형4] 6대 인터넷쇼핑몰(G마켓, 옥션, 11번가, 인터파크, 롯데ON, 신세계몰) 20% 포인트리 적립 && Biz Basic 서비스",국내전용 15000원  해외겸용 15000원,40,Mastercard JCB,0.0,0.0
현대카드,American Express The Platinum Card®Edition2,"1,000원당 1~5 멤버십 리워즈적립 && 연간 보너스 85만원 상당바우처 제공 && 공항라운지 연 10회무료 이용","대상점에 따라 이용 금액 1,000원당 최대 5MR 적립 && 국내 트래블・패션/뷰티 영역에서 사용 가능한 85만원 상당 바우처 제공(연 1회) && 본인 회원 메탈 플레이트 제공 && 전 세계 공항 라운지 이용, 공항 리무진・공항철도서비스 && 인천국제공항 및 국내 특급호텔 무료 발레파킹 && 호텔 델리/레스토랑, 패밀리 레스토랑 할인 && 럭셔리 & 프리미엄 호텔 혜택 && American Express PLATINUM ELITE 서비스",해외겸용 1000000원,50,AMEX,0.0,0.0
신한카드,신한카드 Eats More(이츠모아),"전가맹점 결제금액 1천원미만기본적립 && 추가적립업종 건당 최대 1,600P추가적립 && 환전수수료 면제서비스",[기본 적립서비스]전 가맹점 5천원 이상 결제 시 1천원 미만 금액 마이신한포인트 적립 && [추가 적립서비스]요식업종 / 배달앱 / 온라인마켓 이용건별 마이신한포인트 정액 적립(신한pLay앱을 통한 결제 시 건당 100포인트 추가 적립) && [적립포인트 투자 서비스]신한은행 달러 예금 계좌 혜택: 마이신한포인트 외화체인지업 계좌 입금 시 환전수수료 면제(USD 계좌에 한함) && 원하는 플레이트 디자인 선택 가능,국내전용 15000원  해외겸용 18000원,40,VISA,49.888888888888886,1.0
KB국민카드,Easy auto 티타늄카드,"영화관 3천점적립 && 자동차보험 1만점적립 && SK, GS칼텍스 150점/L적립","주유 리터당 150점 포인트리 적립 && 오토케어 5% 포인트리 적립 && 자동차보험 1만점 포인트리 적립 && 영화 3천점 포인트리 적립 && 제과/아이스크림 2천점 포인트리 적립 && 편의점, 올리브영 1천점 포인트리 적립 && 국내·외 가맹점 0.2% 포인트리 적립 && Easy auto 티타늄 서비스",국내전용 30000원  해외겸용 30000원,50,Mastercard JCB,0.0,0.0
삼성카드,THE iD. TITANIUM(포인트),기프트 서비스 매년 2가지제공 && 국내 가맹점 1.2%빅포인트 적립 && 특별 가맹점 1.5%빅포인트 적립,"[GIFT] 5가지 기프트 중에서 매년 2가지를 선택 && [REWARD] 국내 가맹점 1.2%, 생활 편의 영역 1.5% && [PREMIUM LIFESTYLE] 라이프스타일 50,000원 할인 && [PREMIUM LIFESTYLE] 공항 라운지 서비스(THE Lounge) && 국제브랜드 서비스(해외겸용카드 전용) && [SPECIAL PLATE] 특수 소재 카드",국내전용 695000원  해외겸용 700000원,50,VISA,79.0,1.0
현대백화점,현대백화점 Fit카드,현대백화점 5%할인 && 현대백화점 2시간 무료주차 && H.Point 20%추가 적립,현대백화점 5% 할인 && 현대백화점 2시간 무료주차 && H.Point 20% 추가 적립,국내전용 없음,0,,0.0,0.0
신한카드,네이버페이 라인프렌즈 신한카드,네이버 결제 시 2%적립 && 네이버 외 0.5%적립,플레이트 디자인 선택 가능 && 네이버에서 결제 시 2% 적립 && 네이버 외 결제 시 0.5% 적립,국내전용 7000원  해외겸용 10000원,0,VISA,76.125,1.0
롯데카드,카카오뱅크 롯데카드,국내외가맹점 0.5%캐시백 && 스페셜가맹점 5%캐시백,기본캐시백: 전월 실적조건 없이 0.5% 캐시백특별캐시백: 최대 5% 캐시백 && 플래티넘(Platinum) 서비스 && L.POINT,국내전용 15000원  해외겸용 15000원,0,VISA Mastercard,0.0,0.0
신한카드,신한카드 Unboxing,"온라인종합몰 10%캐시백 && 편의점 10%캐시백 && 배송비 건당 2,500원할인","온·오프라인, 대·소형몰 먹거리까지 구분 없이10% 캐시백 서비스 && 언박싱 스페셜 할인 서비스 && 원하는 플레이트 디자인 선택 가능",국내전용 32000원  해외겸용 35000원,40,AMEX,94.0,1.0
우리카드,카드의정석 APT Platinum,아파트관리비 최대 1만5천원할인 && 학원 10%할인 && 공항라운지 무료입장,"아파트관리비(공공 임대료) 5천~15천원 청구할인,도시가스 자동납부 3,000원 청구할인 && 학원 10% 청구할인 && 유튜브 프리미엄 정기권 30% 청구할인,넷플릭스 정기권 30% 청구할인 && 전 세계 1,000여개 공항라운지 무료 입장 서비스,프리미엄 투어 서비스",국내전용 29000원  해외겸용 29000원,40,BC Mastercard,0.0,0.0
롯데카드,I’m YOLO 플래티넘,"1,000원당 1마일적립 && 특별가맹점 1마일추가적립 && 공항라운지 무료이용","국내외(온․오프라인) 가맹점 1,000원당 1마일리지 적립해외, 커피, 택시, 편의점, 대중교통 가맹점 1,000원당 1마일리지 추가 적립 && 공항라운지(The Lounge Members) 무료 이용 서비스 && Mastercard Platinum 서비스",국내전용 48000원  해외겸용 50000원,50,Mastercard,0.0,0.0
KB국민카드,KB국민 펫코노미 카드,반려동물업종 30%할인 && 대형마트 5%할인 && 반려견단체보험 무료가입,"반려동물 업종 10~30% 청구할인 && 이마트, 홈플러스, 롯데마트 5% 청구할인 && 반려견 단체보험 무료 가입",국내전용 30000원  해외겸용 30000원,30,Mastercard,0.0,0.0
KB국민카드,굿데이카드,주유 60원/L할인 && 통신요금 10%할인 && 커피 10%할인,"주유소, 충전소 업종 리터당 60원 청구할인 && 전화요금, 인터넷이용료, 케이블TV 업종 10% 청구할인 && 버스, 지하철, 택시 업종 10% 청구할인 && 음식점, 커피전문점, 편의점, 약국 업종 10% 추가 청구할인 && 학원, 휘트니스센터 업종 10% 추가 청구할인",국내전용 5000원  해외겸용 10000원,30,VISA Mastercard AMEX UnionPay JCB,34.57142857142857,1.0
삼성카드,삼성카드 BIZ LEADERS,국내외 가맹점 0.5%할인 && 보험∙전기요금∙통신 10%할인 && 온라인쇼핑몰 ∙주유 ∙할인점 3%할인,국내외 가맹점 0.5% 할인 && 온라인쇼핑몰·주유·할인점 3% 결제일할인 && 4대 사회보험·손해보험·전기요금·이동통신·인터넷 10% 결제일할인 && 4대 사회보험 자동납부 시 납부대행수수료(납부금액의 0.8%) 결제일할인 && 부가세환급 편의지원서비스전자세금계산서 월 250건 무료,국내전용 20000원  해외겸용 20000원,0,Mastercard,55.833333333333336,1.0
IBK기업은행,제주항공 Refresh Point 카드,"1,000원당 10~30P적립 && 국내공항 라운지무료이용","JEJU Air Refresh Point 적립 서비스 && JEJU AirCafe 할인 서비스 && 공항라운지, 발렛파킹 등 플래티늄 서비스",해외겸용 20000원,0,BC BC Global Mastercard UnionPay,0.0,0.0
우리카드,카드의정석 UNTACT AIR,정기결제 최대 20%할인 && 배달앱 30%적립 && 쿠팡 20%적립,"정기결제 10~20% 청구할인 && UNTACT AIR 서비스,UNTACT SPECIAL 서비스 && 해외 가맹점 (온라인/오프라인) 1% 적립",국내전용 15000원  해외겸용 15000원,50,BC Mastercard,42.2,1.0
롯데카드,디지로카 Monaco,국내·해외 1%할인 && 온라인쇼핑 최대 5%할인 && 배달앱/이동통신/스트리밍 5~50%할인,"어디서나 1% 결제일 할인 && 온라인 쇼핑 최대 5% 결제일 할인 && 배달의 민족, 쿠팡이츠, 요기요 5% 결제일 할인 && SKT, KT, LG U+ 5% 결제일 할인 && 넷플릭스, 유튜브프리미엄, 왓챠, 멜론, 지니뮤직 50% 결제일 할인 && SPECIAL GIFT 혜택 && Master Platinum Service",국내전용 125000원  해외겸용 125000원,0,Mastercard,0.0,0.0
우리카드,카드의정석 EVERY 1 (망그러진곰 Edition),국내외 가맹점 1%청구할인 && 전월실적 따라 최대 2만원추가할인,[기본할인] 국내외 가맹점 1% 청구할인 && [추가 할인] 전월실적에 따라 매월 최대 2만원 청구할인 && 플레이트 2종 선택,국내전용 12000원  해외겸용 12000원,0,Mastercard,45.75,1.0
우리카드,카드의정석 MILEAGE SKYPASS,"국내외가맹점 1,000원당 1마일적립 && 해외일시불 1,000원당 1마일추가적립 && 전세계 공항라운지 무료이용서비스","이용금액 1,000원당 대한항공 마일리지 적립 && 세계 공항라운지 무료 이용 서비스",국내전용 39000원  해외겸용 39000원,50,VISA BC Mastercard,0.0,0.0
하나카드,토스 신용카드,해외가맹점 2%적립 && 해외ATM이용 건당$3면제 && VISA 브랜드서비스,해외 모든 가맹점 2% 토스머니 적립 (월 1만 토스머니 한도) && 해외 인출 수수료 우대 서비스 && 국제 브랜드 서비스,국내전용 10000원  해외겸용 10000원,0,VISA,86.33333333333333,1.0
현대카드,현대카드 X,국내외 가맹점 1%청구할인 && 연간 최대 10만원캐시백,[기본적립] 국내외 가맹점 1% 청구 할인전월 이용 금액 50만원 이상 이용 시 && 연간 이용금액에 따라 연간 최대 10만원 캐시백 &&,국내전용 50000원  해외겸용 50000원,50,VISA AMEX,0.0,0.0
NH농협카드,NH올원 LGU+카드,"LGU+ ~17,000원할인 && 커피/베이커리 10%할인 && 놀이공원 30~50%할인","LGU+ 라이트할부 및 통신료 자동이체 최대 17,000원 할인 && 커피, 베이커리 10% 청구할인 및 CGV 1,000원 청구할인 && 전국 주요 놀이공원 30~50% 할인",해외겸용 15000원,30,Mastercard JCB,0.0,0.0
신한카드,신한카드 YaY,"배달앱 최대 30%적립 && 온라인쇼핑 최대 12,500포인트적립 && 홈게임방 10%적립",마리아쥬 서비스 적립 && 온라인쇼핑 지원 적립 && 홈DIY 적립,국내전용 23000원  해외겸용 26000원,50,VISA,88.14285714285714,1.0
하나카드,#tag1카드 Navy,아파트관리비 5~10%할인 && 통신요금 5~10%할인 && 주유소 최대 60원/L할인,"기본서비스(교육, 아파트관리비, 통신, 영화할인) && 선택서비스(쇼핑, 주유할인) && 우대PLUS서비스(대형마트, 외식할인) && 주요 놀이공원 현장할인",해외겸용 12000원,40,Mastercard UnionPay,65.54054054054055,1.0
삼성카드,SSG.COM 삼성카드,SSG.COM 1%기본적립 && SSG.COM 9%추가적립 && 생활편의영역 5%적립,SSG.COM 결제 시 1% SSG MONEY 적립 && SSG.COM 결제 시 9% SSG MONEY 추가 적립 && 생활편의영역 5% SSG MONEY 추가 적립 && SSGPAY를 통한 오프라인 간편결제 시 1% SSG MONEY 적립 && 해외 1.5% SSG MONEY 적립 && 스마일클럽 월 이용료 결제일할인 && Mastercard PLATINUM 등급서비스,국내전용 15000원  해외겸용 15000원,0,Mastercard,0.0,0.0
BC 바로카드,BC 바로 On&Off 카드,간편결제·온라인 10%할인 && 대중교통·택시 10%할인 && 해외가맹점 10%할인,온라인/간편결제 10% 결제일 할인 && 음식점/커피 10% 결제일 할인 && 버스/지하철/택시 10% 결제일 할인 && 해외 10% 결제일 할인 && 무이자할부 서비스 && 국제 브랜드 서비스,국내전용 5000원  해외겸용 5000원,30,VISA BC Mastercard,0.0,0.0
KB국민카드,WE:SH Travel,해외 이용 수수료 1.25%면제 && 해외 이용 금액 100%환율우대 && 쇼핑・커피・편의점・영화관 10%할인,해외 이용 수수료 총 1.25% 면제 && 해외 이용 환율우대 100% (USD기준) && 공항 라운지 무료 && 자주 쓰는 일상 영역 10% 할인 (KB Pay 결제 시) && 온라인 항공/면세점 5% 할인 (KB Pay 결제 시) && 여행자보험 10% 할인 (KB Pay 결제 시) && 철도・고속버스 10% 할인,국내전용 25000원  해외겸용 25000원,30,Mastercard,0.0,0.0
BC 바로카드,신세계 BC 바로 콰트로 플러스,쇼핑 5%할인 && 교통 4%할인 && 온라인몰 7%할인,[쇼핑] 신세계백화점·이마트 등 5% 할인 && [교통] 주유소·전기차·대중교통·택시 4% 할인 && [온라인몰] SSG·쿠팡·G마켓·옥션·11번가 7% 할인 && [생활] 병원·약국·통신3사휴대폰요금 5% 할인 && [커피/외식] 스타벅스·이디야·아웃백 등 10% 할인 && 신세계백화점 제휴 서비스 제공 && VISA Platinum 서비스 제공,국내전용 5000원  해외겸용 5000원,30,VISA BC,0.0,0.0
KB국민카드,톡톡 Pay카드,간편결제 20~40%할인 && 대중교통 10%할인 && 편의점 10%할인,"간편결제(Pay) 20~40% 청구할인 && 대중교통(버스, 지하철) 10% 청구할인 && 편의점(GS25, CU) 10% 청구할인",국내전용 20000원  해외겸용 20000원,40,Mastercard,71.29411764705883,1.0
KB국민카드,가온글로벌카드,국내가맹점 0.3%기본적립 && 쇼핑/여행 0.7%추가적립 && 해외가맹점 1~3%특별적립,국내 가맹점 포인트리 0.3% 기본 적립 && 쇼핑 특화 영역 포인트리 0.7% 추가 적립 && 여행 특화 영역 포인트리 0.7% 추가 적립 && 해외이용 최대 3% 적립 && 해외 배송대행 업체 배송료 할인,국내전용 15000원  해외겸용 20000원,0,Mastercard,88.33333333333333,1.0
하나카드,원더카드 LIVING,아파트관리비 10%할인 && 병원&약국 10%할인 && 커피 10%할인,생활요금 10% 할인 && 병원/약국 10% 할인 && 주유/LPG충전 10% 할인 && 택시 10% 할인 && 커피 10% 할인 && 세탁 10% 할인 && 무이자할부,국내전용 19900원  해외겸용 19900원,40,Mastercard,61.666666666666664,1.0
KB국민카드,KB국민 WE:SH All카드,국내 가맹점 1%할인 && 해외 가맹점 2%할인 && 쇼핑 멤버십 50%할인,"국내 가맹점 1% 할인 && 해외 가맹점 2% 할인 && 쇼핑 멤버십 50%, OTT 10%, 이동통신요금 5% 할인(자동납부 할인) && 카드 플레이트 선택 가능",국내전용 20000원  해외겸용 20000원,40,VISA,83.0,1.0
신한카드,신한카드 집,"주택임대료 최대 1만5천원할인 && 통신, 인터넷, 보안업체 자동이체할인 && 아파트관리비 3천원할인","(주택임대료형) 주택임대료 자동이체 신청 시 최대 1만 5천원 할인 && (생활형) 통신, 인터넷, 보안업체 자동이체 시 결제일 할인서비스 제공 && (공통서비스) 아파트 관리비 3천원 할인 && (공통서비스) 교육료 1% 할인 && 병원·약국 1% 할인 && (공통서비스) 3대 마트 1% 할인 && (기본 제공) 신한은행 우대 서비스",해외겸용 12000원,0,VISA,0.0,0.0
